exercise_name,exercise_url,Target,Synergists,Dynamic Stabilizers,Stabilizers,Antagonist Stabilizers,Antagonist      Stabilizers,Dynamic      Stabilizers,Stabilizers (Raised Leg),Stabilizers (Raised Arms),Stabilizers (see comments),Stabilizers (raised leg),Target (see comments),Stabilizers (near arm),Stabilizers (far arm),Synergists (Neck),Synergists / Stabilizers (Spine),Stabilizers (Other),Synergists (Spine),Synergists / Stabilizers (Hips),Target (see comments),Target(See Comments),Synergists (see comments),Target (See Comments),Stabilizers (raised arms),Antagonist Stabilizers (see comment),​​​​​​​Stabilizers,Stabilizers (see comments),Antagonist Stabilizers (see comments)
Barbell Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/BBInclineBenchPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Cable Isolateral Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineBenchPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Cable Isolateral Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineChestPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Cable Isolateral Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/CBInclineFly,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineBenchPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/DBInclineFly,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Biceps Brachii, Short Head; Coracobrachialis",,Biceps Brachii; Brachialis; Triceps Brachii; Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Chest Press (plate loaded),https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressPL,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
"Lever Isolateral Incline Chest Press (on Hammer military press, plate loaded)",https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressOnHammerMilitaryPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineBenchPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Incline Chest Press,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineChestPressH,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Incline Fly,https://exrx.net/WeightExercises/PectoralClavicular/LVInclineFly,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Biceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,,,
Smith Incline Bench Press,https://exrx.net/WeightExercises/PectoralClavicular/SMInclineBenchPress,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,,,,,,,,,,,,,,,,,,,,,,,,
Decline Push-up,https://exrx.net/WeightExercises/PectoralClavicular/BWDeclinePushup,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,Erector Spinae,,,,,,,,,,,,,,,,,,,,,,,
Decline Push-up (on stability ball),https://exrx.net/WeightExercises/PectoralClavicular/BWDeclinePushupOnBall,"Pectoralis Major, Clavicular","Pectoralis Major, Sternal; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",,Erector Spinae,,,,,,,,,,,,,,,,,,,,,,,
Barbell Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/BBInclineShoulderRaise,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Cable Isolateral Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/CBInclineShoulderRaise,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/DBInclineShoulderRaise,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Incline Shoulder Raise (plate loaded),https://exrx.net/WeightExercises/SerratusAnterior/LVInclineShoulderRaisePL,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Lever Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/LVInclineShoulderRaise,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Smith Incline Shoulder Raise,https://exrx.net/WeightExercises/SerratusAnterior/SMInclineShoulderRaise,Serratus Anterior,"Pectoralis Major, Clavicular",,"Deltoid, Anterior; Triceps Brachii; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Push-up Plus,https://exrx.net/WeightExercises/SerratusAnterior/BWPushUpPlus,Serratus Anterior,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Deltoid, Anterior; Triceps Brachii; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques; Quadriceps,Erector Spinae,,,,,,,,,,,,,,,,,,,,,,,
Machine-assisted Triceps Dip,https://exrx.net/WeightExercises/Triceps/ASTriDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Machine-assisted Triceps Dip (kneeling),https://exrx.net/WeightExercises/Triceps/ASTriDipKneeling,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Barbell Close Grip Bench Press,https://exrx.net/WeightExercises/Triceps/BBCloseGripBenchPress,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",Biceps Brachii,,,,,,,,,,,,,,,,,,,,,,,,,
Barbell Lying Triceps Extension,https://exrx.net/WeightExercises/Triceps/BBLyingTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
"Barbell Lying Triceps Extension ""Skull Crusher""",https://exrx.net/WeightExercises/Triceps/BBLyingTriExtSC,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Barbell Triceps Extension,https://exrx.net/WeightExercises/Triceps/BBTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis          Major, Clavicular; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Cable Bent-over Triceps Extension,https://exrx.net/WeightExercises/Triceps/CBBentoverTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Wrist Flexors; Rectus Abdominis; Obliques",Erector Spinae,,,,,,,,,,,,,,,,,,,,,,,
Cable Lying Triceps Extension,https://exrx.net/WeightExercises/Triceps/CBLyingTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Cable Pushdown,https://exrx.net/WeightExercises/Triceps/CBPushdown,Triceps Brachii,None,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis        Major, Sternal; Pectoralis Minor; Trapezius, Lower; Rectus Abdominis; Obliques; Wrist Flexors",,Erector Spinae,,,,,,,,,,,,,,,,,,,,,,
Cable One Arm Pushdown,https://exrx.net/WeightExercises/Triceps/CBOneArmPushdown,Triceps Brachii,None,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis        Major, Sternal; Pectoralis Minor; Trapezius, Lower; Obliques; Rectus Abdominis; Wrist Extensors",,Erector Spinae,,,,,,,,,,,,,,,,,,,,,,
Cable Pushdown (with back support),https://exrx.net/WeightExercises/Triceps/CBPushdownSupport,Triceps Brachii,None,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis        Major, Sternal; Pectoralis Minor; Trapezius, Lower; Rectus Abdominis; Obliques; Wrist Flexors",,Erector Spinae,,,,,,,,,,,,,,,,,,,,,,
Cable Pushdown (with V-bar),https://exrx.net/WeightExercises/Triceps/CBPushdownVBar,Triceps Brachii,None,,"Latissimus Dorsi; Teres Major; Deltoid, Posterior; Pectoralis Major, Sternal; Pectoralis Minor; Trapezius, Lower; Rectus Abdominis; Obliques; Wrist Flexors",Erector Spinae,,,,,,,,,,,,,,,,,,,,,,,
Cable Triceps Dip,https://exrx.net/WeightExercises/Triceps/CBTriDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Cable Triceps Extension,https://exrx.net/WeightExercises/Triceps/CBTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis        Major, Clavicular; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Cable Triceps Extension (with rope),https://exrx.net/WeightExercises/Triceps/CBStandingTricepsExtensionRope,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis
      Major, Clavicular; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Kickback,https://exrx.net/WeightExercises/Triceps/DBKickback,Triceps Brachii,None,,"Deltoid, Posterior; Latissimus Dorsi; Trapezius, Middle; Trapezius, Lower; Rhomboids; Extensor Carpi          Ulnaris; Flexor Carpi Ulnaris",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Lying Triceps Extension,https://exrx.net/WeightExercises/Triceps/DBLyingTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis Major, Clavicular; Pectoralis Major, Sternal; Latissimus Dorsi; Teres Major; Deltoid, Posterior; Coracobrachialis; Extensor Carpi Ulnaris; Flexor Carpi Ulnaris",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell One Arm Triceps Extension (on bench),https://exrx.net/WeightExercises/Triceps/DBOneArmTriExtBench,Triceps Brachii,None,,Wrist Extensors; Flexor Carpi Ulnaris,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Triceps Extension,https://exrx.net/WeightExercises/Triceps/DBTriExt,Triceps Brachii,None,,"Deltoid, Anterior; Pectoralis        Major, Clavicular; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Close Grip Bench Press (plate loaded),https://exrx.net/WeightExercises/Triceps/LVCloseGripBenchPressH,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",Biceps Brachii,,,,,,,,,,,,,,,,,,,,,,,,,
Lever Triceps Dip (plate loaded),https://exrx.net/WeightExercises/Triceps/LVTriDipH,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Lever Triceps Extension (plate loaded),https://exrx.net/WeightExercises/Triceps/LVTriExtGripless,Triceps Brachii,None,,"Pectoralis        Major, Sternal; Deltoid, Posterior; Latissimus Dorsi; Teres Major; Pectoralis Minor; Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Lever Triceps Dip,https://exrx.net/WeightExercises/Triceps/LVTriDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Lever Triceps Dip,https://exrx.net/WeightExercises/Triceps/LVTriDip2,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Lever Triceps Extension,https://exrx.net/WeightExercises/Triceps/LVTriExt,Triceps Brachii,None,,"Pectoralis        Major, Sternal; Deltoid, Posterior; Latissimus Dorsi; Teres Major; Pectoralis Minor; Trapezius, Lower; Extensor Carpi        Ulnaris; Flexor Carpi Ulnaris",,,,,,,,,,,,,,,,,,,,,,,,
Lever Triceps Extension (with preacher pad),https://exrx.net/WeightExercises/Triceps/LVTriExtPreacherPad,Triceps Brachii,None,,"Pectoralis        Major, Sternal; Deltoid, Posterior; Latissimus Dorsi; Teres Major; Pectoralis Minor; Trapezius, Lower; Extensor Carpi        Ulnaris; Flexor Carpi Ulnaris",,,,,,,,,,,,,,,,,,,,,,,,
Sled Standing Triceps Dip,https://exrx.net/WeightExercises/Triceps/SLStandingTricepsDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Smith Close Grip Bench Press,https://exrx.net/WeightExercises/Triceps/SMCloseGripBenchPress,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Coracobrachialis",Biceps Brachii,,,,,,,,,,,,,,,,,,,,,,,,,
Weighted Bench Dip,https://exrx.net/WeightExercises/Triceps/WtBenchDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Weighted Triceps Dip,https://exrx.net/WeightExercises/Triceps/WtTriDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Band-assisted Triceps Dip,https://exrx.net/WeightExercises/Triceps/ASTricepsDipBand,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Bench Dip,https://exrx.net/WeightExercises/Triceps/BWBenchDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Bench Dip (heels on floor),https://exrx.net/WeightExercises/Triceps/BWBenchDipFloor,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Close Grip Push-up,https://exrx.net/WeightExercises/Triceps/BWCloseGripPushup,Triceps Brachii,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Coracobrachialis","Biceps Brachii, Short Head",Serratus Anterior; Pectoralis Minor; Rectus Abdominis; Obliques; Quadriceps,,,,,,,,,,,,,,,,,,,,,,,,
Close Grip Incline Push-up (on bar),https://exrx.net/WeightExercises/Triceps/BWCloseGripInclinePushupBar,Triceps Brachii,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques; Quadriceps; Gastrocnemius; Soleus,,,,,,,,,,,,,,,,,,,,,,,,
Close Grip Push-up (on knees),https://exrx.net/WeightExercises/Triceps/BWCloseGripPushupKnees,Triceps Brachii,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Deltoid, Anterior; Coracobrachialis","Biceps Brachii, Short Head",Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,,,
Triceps Dip,https://exrx.net/WeightExercises/Triceps/BWTriDip,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Suspended Triceps Extension,https://exrx.net/WeightExercises/Triceps/STTricepsExtension,Triceps Brachii,,,"Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Latissimus Dorsi; Teres Major; Rhomboids; Levator Scapulae; Deltoid, Posterior; Coracobrachialis; Pectoralis Minor; Serratus Anterior; Rectus Abdominis; Obliques; Quadriceps; Gastrocnemius; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Self-assisted Triceps Dip,https://exrx.net/WeightExercises/Triceps/ASTricepsDipSelf,Triceps Brachii,"Deltoid, Anterior; Pectoralis Major, Sternal; Pectoralis Major, Clavicular; Pectoralis Minor; Rhomboids; Levator Scapulae; Latissimus Dorsi; Coracobrachialis",Biceps Brachii,"Trapezius, Lower",,,,,,,,,,,,,,,,,,,,,,,,
Barbell Curl,https://exrx.net/WeightExercises/Biceps/BBCurl,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Cable Curl,https://exrx.net/WeightExercises/Biceps/CBCurl,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Cable Isolateral Curl,https://exrx.net/WeightExercises/Biceps/CBCurlStirrups,Biceps Brachii,Brachialis; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Cable Alternating Isolateral Curl,https://exrx.net/WeightExercises/Biceps/CBAlternatingCurl,Biceps Brachii,Brachialis; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors; Coracobrachialis",,,,,,,,,,,,,,,,,,,,,,,,
Cable One Arm Curl,https://exrx.net/WeightExercises/Biceps/CBOneArmCurl,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Curl,https://exrx.net/WeightExercises/Biceps/DBCurl,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Incline Curl,https://exrx.net/WeightExercises/Biceps/DBInclineCurl,Biceps Brachii,Brachialis; Brachioradialis,,"Deltoid, Anterior; Coracobrachialis; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Curl (plate loaded),https://exrx.net/WeightExercises/Biceps/LVCurlPL,Biceps Brachii,Brachialis; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Curl,https://exrx.net/WeightExercises/Biceps/LVCurl,Biceps Brachii,Brachialis; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Suspended Arm Curl,https://exrx.net/WeightExercises/Brachialis/STArmCurl,Brachialis,Biceps Brachii; Brachioradialis,,"Erector Spinae; Gluteus Maximus; Hamstrings; Wrist Flexors; Trapezius, Middle; Rhomboids",,Rectus Abdominis; Obliques,,,,,,,,,,,,,,,,,,,,,,
Barbell Preacher Curl,https://exrx.net/WeightExercises/Brachialis/BBPreacherCurl,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Barbell Prone Incline Curl,https://exrx.net/WeightExercises/Brachialis/BBProneInclineCurl,Brachialis,Biceps Brachii; Brachioradialis,,"Wrist Flexors; Trapezius, Middle; Rhomboids",,,,,,,,,,,,,,,,,,,,,,,,
Cable Concentration Curl,https://exrx.net/WeightExercises/Brachialis/CBConcentrationCurl,Brachialis,Biceps Brachii; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Obliques; Erector Spinae; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Cable Preacher Curl,https://exrx.net/WeightExercises/Brachialis/CBPreacherCurl,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Cable Isolateral Preacher Curl,https://exrx.net/WeightExercises/Brachialis/CBPreacherCurlStirrups,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Concentration Curl,https://exrx.net/WeightExercises/Brachialis/DBConcentrationCurl,Brachialis,Biceps Brachii; Brachioradialis,,"Trapezius, Upper; Trapezius, Middle; Levator Scapulae; Obliques; Erector Spinae; Wrist Flexors",,,,,,,,,,,,,,,,,,,,,,,,
Dumbbell Preacher Curl,https://exrx.net/WeightExercises/Brachialis/DBPreacherCurl,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,
Lever Isolateral Preacher Curl (plate loaded),https://exrx.net/WeightExercises/Brachialis/LVPreacherCurlH,Brachialis,Biceps Brachii; Brachioradialis,,Wrist Flexors,,,,,,,,,,,,,,,,,,,,,,,,"Triceps Brachii, Long Head"
